"A","A1","A2","A3","A4","A5","A6","B","BC_in_C1","BC_in_C2","BC_in_C3","BC_in_C4","BC_in_C5","BC_in_C6","BC_out_C1","BC_out_C2","BC_out_C3","BC_out_C4","BC_out_C5","BC_out_C6","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.1478,0.15855,0.56614,0.68979,1.1918,0.31183,0.22972,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.993,16.742,5.6499,3.1295,0.0903,0.014083,0.0013809,1.0418,0.00010428,15.809,11.5
3.1472,0.15854,0.56606,0.68959,1.1915,0.31181,0.22973,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.99,16.734,5.6457,3.1275,0.090278,0.014082,0.0013811,1.0419,0.00010387,15.808,11.6
3.1467,0.15854,0.56598,0.6894,1.1912,0.3118,0.22974,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.988,16.727,5.6417,3.1256,0.090258,0.014082,0.0013813,1.042,0.00010347,15.806,11.7
3.1462,0.15853,0.56591,0.68924,1.191,0.3118,0.22975,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.985,16.719,5.6378,3.1238,0.090241,0.014082,0.0013815,1.0421,0.00010308,15.805,11.8
3.1458,0.15852,0.56584,0.68908,1.1908,0.3118,0.22977,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.983,16.711,5.634,3.1221,0.090225,0.014082,0.0013817,1.0423,0.0001027,15.804,11.9
3.1455,0.15851,0.56578,0.68894,1.1906,0.3118,0.22979,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.98,16.704,5.6304,3.1204,0.090211,0.014082,0.0013818,1.0424,0.00010233,15.803,12
3.1452,0.1585,0.56573,0.68881,1.1905,0.31181,0.22981,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.978,16.697,5.6268,3.1188,0.090199,0.014083,0.0013819,1.0426,0.00010197,15.802,12.1
3.1449,0.1585,0.56567,0.68869,1.1904,0.31183,0.22984,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.976,16.69,5.6234,3.1172,0.090189,0.014084,0.001382,1.0427,0.00010162,15.802,12.2
3.1447,0.15849,0.56563,0.68859,1.1903,0.31185,0.22987,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.973,16.683,5.62,3.1158,0.09018,0.014085,0.0013821,1.0429,0.00010128,15.801,12.3
3.1445,0.15849,0.56558,0.6885,1.1902,0.31187,0.2299,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.971,16.677,5.6168,3.1144,0.090174,0.014086,0.0013822,1.0431,0.00010095,15.8,12.4
3.1444,0.15848,0.56554,0.68842,1.1901,0.3119,0.22993,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.969,16.67,5.6137,3.113,0.090168,0.014087,0.0013822,1.0433,0.00010064,15.799,12.5
3.1443,0.15848,0.56551,0.68835,1.1901,0.31193,0.22997,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.967,16.664,5.6108,3.1118,0.090165,0.014089,0.0013823,1.0435,0.00010033,15.799,12.6
3.1443,0.15847,0.56548,0.6883,1.19,0.31197,0.23001,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.965,16.658,5.6079,3.1106,0.090163,0.01409,0.0013823,1.0437,0.00010003,15.798,12.7
3.1443,0.15847,0.56545,0.68825,1.19,0.31201,0.23005,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.963,16.653,5.6052,3.1095,0.090162,0.014092,0.0013823,1.0439,9.9747e-05,15.797,12.8
3.1443,0.15847,0.56543,0.68822,1.19,0.31205,0.23009,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.962,16.647,5.6026,3.1084,0.090163,0.014094,0.0013823,1.0441,9.9473e-05,15.797,12.9
3.1444,0.15847,0.56541,0.68819,1.1901,0.31209,0.23013,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.96,16.642,5.6001,3.1074,0.090165,0.014096,0.0013823,1.0443,9.9211e-05,15.796,13
3.1445,0.15846,0.5654,0.68818,1.1901,0.31214,0.23017,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.958,16.637,5.5977,3.1065,0.090168,0.014098,0.0013822,1.0446,9.8959e-05,15.796,13.1
3.1446,0.15846,0.56538,0.68817,1.1902,0.31219,0.23022,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.957,16.632,5.5955,3.1056,0.090173,0.014101,0.0013822,1.0448,9.8719e-05,15.796,13.2
3.1448,0.15846,0.56538,0.68817,1.1903,0.31224,0.23027,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.955,16.627,5.5933,3.1048,0.090179,0.014103,0.0013821,1.045,9.849e-05,15.795,13.3
3.145,0.15846,0.56537,0.68818,1.1903,0.3123,0.23032,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.954,16.623,5.5913,3.1041,0.090185,0.014106,0.001382,1.0453,9.8273e-05,15.795,13.4
3.1452,0.15846,0.56537,0.6882,1.1904,0.31235,0.23036,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.952,16.619,5.5894,3.1034,0.090193,0.014109,0.0013819,1.0455,9.8066e-05,15.795,13.5
3.1454,0.15846,0.56537,0.68823,1.1906,0.31241,0.23041,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.951,16.615,5.5876,3.1028,0.090202,0.014111,0.0013818,1.0458,9.7871e-05,15.795,13.6
3.1457,0.15846,0.56537,0.68827,1.1907,0.31247,0.23047,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.95,16.611,5.5859,3.1022,0.090212,0.014114,0.0013817,1.046,9.7687e-05,15.794,13.7
3.146,0.15846,0.56538,0.68831,1.1908,0.31253,0.23052,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.948,16.607,5.5843,3.1017,0.090223,0.014117,0.0013816,1.0462,9.7513e-05,15.794,13.8
3.1463,0.15846,0.56539,0.68836,1.191,0.3126,0.23057,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.947,16.604,5.5829,3.1013,0.090234,0.01412,0.0013815,1.0465,9.7351e-05,15.794,13.9
3.1467,0.15846,0.5654,0.68841,1.1911,0.31266,0.23062,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.946,16.601,5.5815,3.1009,0.090247,0.014123,0.0013813,1.0467,9.7199e-05,15.794,14
3.147,0.15846,0.56542,0.68848,1.1913,0.31273,0.23067,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.945,16.598,5.5803,3.1005,0.09026,0.014126,0.0013812,1.047,9.7057e-05,15.794,14.1
3.1474,0.15846,0.56543,0.68854,1.1914,0.31279,0.23072,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.944,16.595,5.5791,3.1002,0.090273,0.014129,0.001381,1.0472,9.6926e-05,15.794,14.2
3.1478,0.15847,0.56545,0.68861,1.1916,0.31286,0.23078,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.943,16.592,5.5781,3.1,0.090288,0.014132,0.0013809,1.0474,9.6805e-05,15.794,14.3
3.1482,0.15847,0.56547,0.68869,1.1918,0.31293,0.23083,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.943,16.59,5.5771,3.0998,0.090303,0.014135,0.0013807,1.0477,9.6695e-05,15.794,14.4
3.1486,0.15847,0.5655,0.68877,1.192,0.31299,0.23088,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.942,16.588,5.5762,3.0996,0.090318,0.014138,0.0013805,1.0479,9.6594e-05,15.794,14.5
3.1491,0.15847,0.56552,0.68886,1.1922,0.31306,0.23093,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.941,16.586,5.5755,3.0995,0.090334,0.014141,0.0013804,1.0481,9.6502e-05,15.794,14.6
3.1495,0.15848,0.56555,0.68895,1.1924,0.31313,0.23098,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.94,16.584,5.5748,3.0995,0.09035,0.014145,0.0013802,1.0483,9.642e-05,15.794,14.7
3.15,0.15848,0.56558,0.68904,1.1926,0.3132,0.23103,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.94,16.582,5.5742,3.0994,0.090367,0.014148,0.00138,1.0486,9.6348e-05,15.795,14.8
3.1504,0.15848,0.56561,0.68914,1.1928,0.31326,0.23108,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.939,16.58,5.5737,3.0995,0.090384,0.014151,0.0013798,1.0488,9.6284e-05,15.795,14.9
3.1509,0.15849,0.56564,0.68924,1.1931,0.31333,0.23113,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.939,16.579,5.5733,3.0995,0.090401,0.014154,0.0013796,1.049,9.6229e-05,15.795,15
3.1514,0.15849,0.56567,0.68935,1.1933,0.3134,0.23118,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.938,16.578,5.573,3.0996,0.090418,0.014157,0.0013795,1.0492,9.6182e-05,15.795,15.1
3.1518,0.15849,0.5657,0.68945,1.1935,0.31346,0.23123,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.938,16.577,5.5727,3.0997,0.090436,0.01416,0.0013793,1.0494,9.6144e-05,15.795,15.2
3.1523,0.1585,0.56574,0.68956,1.1937,0.31353,0.23128,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.938,16.576,5.5725,3.0999,0.090454,0.014163,0.0013791,1.0496,9.6114e-05,15.796,15.3
3.1528,0.1585,0.56577,0.68967,1.1939,0.31359,0.23132,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.575,5.5724,3.1,0.090472,0.014166,0.0013789,1.0498,9.6091e-05,15.796,15.4
3.1533,0.1585,0.56581,0.68978,1.1942,0.31366,0.23137,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.575,5.5724,3.1003,0.09049,0.014169,0.0013787,1.05,9.6076e-05,15.796,15.5
3.1538,0.15851,0.56584,0.68989,1.1944,0.31372,0.23142,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5724,3.1005,0.090508,0.014172,0.0013785,1.0502,9.6068e-05,15.797,15.6
3.1543,0.15851,0.56588,0.69,1.1946,0.31378,0.23146,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5725,3.1008,0.090526,0.014175,0.0013783,1.0504,9.6067e-05,15.797,15.7
3.1547,0.15852,0.56592,0.69012,1.1948,0.31384,0.2315,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5726,3.1011,0.090544,0.014178,0.0013781,1.0506,9.6073e-05,15.797,15.8
3.1552,0.15852,0.56596,0.69023,1.1951,0.3139,0.23154,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5728,3.1014,0.090561,0.01418,0.0013779,1.0507,9.6085e-05,15.798,15.9
3.1557,0.15853,0.56599,0.69034,1.1953,0.31396,0.23158,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5731,3.1017,0.090579,0.014183,0.0013777,1.0509,9.6104e-05,15.798,16
3.1562,0.15853,0.56603,0.69046,1.1955,0.31402,0.23162,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5734,3.1021,0.090597,0.014186,0.0013775,1.051,9.6128e-05,15.798,16.1
3.1567,0.15853,0.56607,0.69057,1.1957,0.31407,0.23166,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5738,3.1025,0.090615,0.014188,0.0013773,1.0512,9.6158e-05,15.799,16.2
3.1571,0.15854,0.56611,0.69069,1.196,0.31413,0.2317,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.574,5.5742,3.1028,0.090632,0.014191,0.0013772,1.0513,9.6193e-05,15.799,16.3
3.1576,0.15854,0.56615,0.6908,1.1962,0.31418,0.23173,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.575,5.5746,3.1033,0.090649,0.014193,0.001377,1.0515,9.6233e-05,15.799,16.4
3.158,0.15855,0.56619,0.69091,1.1964,0.31423,0.23177,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.576,5.5751,3.1037,0.090666,0.014196,0.0013768,1.0516,9.6279e-05,15.8,16.5
3.1585,0.15855,0.56623,0.69103,1.1966,0.31428,0.2318,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.937,16.576,5.5757,3.1041,0.090683,0.014198,0.0013766,1.0517,9.6328e-05,15.8,16.6
3.1589,0.15856,0.56626,0.69114,1.1968,0.31433,0.23183,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.938,16.577,5.5762,3.1046,0.090699,0.0142,0.0013764,1.0519,9.6382e-05,15.801,16.7
3.1593,0.15856,0.5663,0.69124,1.197,0.31438,0.23186,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.938,16.578,5.5768,3.105,0.090715,0.014202,0.0013763,1.052,9.644e-05,15.801,16.8
3.1598,0.15856,0.56634,0.69135,1.1972,0.31442,0.23189,0.89443,10.806,16.163,5.3411,2.9675,0.08648,0.013529,10.938,16.579,5.5775,3.1055,0.090731,0.014204,0.0013761,1.0521,9.6502e-05,15.801,16.9
3.1602,0.15857,0.56638,0.69146,1.1974,0.31447,0.23192,0.89443,10.806,16.163,5.3415,2.9679,0.08654,0.013559,10.938,16.58,5.5781,3.106,0.090746,0.014206,0.0013759,1.0522,9.6569e-05,15.802,17
3.1606,0.15857,0.56641,0.69156,1.1976,0.31451,0.23195,0.89443,10.807,16.164,5.3422,2.9686,0.08664,0.013607,10.939,16.581,5.5788,3.1064,0.090762,0.014208,0.0013758,1.0523,9.6646e-05,15.802,17.1
3.161,0.15858,0.56645,0.69166,1.1978,0.31455,0.23197,0.89443,10.807,16.165,5.3433,2.9697,0.086784,0.01367,10.939,16.582,5.5795,3.1069,0.090776,0.01421,0.0013756,1.0524,9.6741e-05,15.803,17.2
3.1614,0.15858,0.56649,0.69176,1.1979,0.31459,0.232,0.89443,10.808,16.167,5.3448,2.9712,0.08697,0.013745,10.939,16.583,5.5803,3.1074,0.090791,0.014212,0.0013755,1.0524,9.6857e-05,15.803,17.3
3.1617,0.15858,0.56652,0.69186,1.1981,0.31462,0.23202,0.89443,10.808,16.17,5.3467,2.9731,0.087194,0.013828,10.94,16.584,5.581,3.1079,0.090804,0.014213,0.0013753,1.0525,9.6999e-05,15.803,17.4
3.1621,0.15859,0.56656,0.69196,1.1983,0.31466,0.23203,0.89443,10.809,16.173,5.3491,2.9755,0.087452,0.013917,10.94,16.585,5.5818,3.1084,0.090818,0.014215,0.0013752,1.0525,9.7168e-05,15.804,17.5
3.1624,0.15859,0.56659,0.69205,1.1984,0.31469,0.23205,0.89443,10.81,16.176,5.352,2.9782,0.087741,0.014008,10.94,16.587,5.5826,3.1089,0.090831,0.014216,0.001375,1.0526,9.7367e-05,15.804,17.6
3.1627,0.1586,0.56662,0.69213,1.1986,0.31471,0.23206,0.89443,10.812,16.181,5.3554,2.9814,0.088054,0.0141,10.941,16.588,5.5834,3.1094,0.090843,0.014218,0.0013749,1.0525,9.7598e-05,15.805,17.7
3.163,0.1586,0.56666,0.69222,1.1987,0.31473,0.23207,0.89443,10.813,16.186,5.3593,2.985,0.088388,0.014191,10.941,16.589,5.5842,3.1099,0.090855,0.014219,0.0013748,1.0525,9.786e-05,15.805,17.8
3.1633,0.1586,0.56669,0.6923,1.1988,0.31475,0.23207,0.89443,10.815,16.191,5.3636,2.9889,0.088737,0.014278,10.942,16.591,5.585,3.1104,0.090866,0.01422,0.0013747,1.0524,9.8156e-05,15.806,17.9
3.1635,0.15861,0.56672,0.69237,1.199,0.31476,0.23207,0.89443,10.817,16.198,5.3684,2.9933,0.089097,0.014361,10.942,16.592,5.5859,3.1108,0.090876,0.01422,0.0013746,1.0523,9.8484e-05,15.806,18
3.1637,0.15861,0.56674,0.69243,1.1991,0.31477,0.23206,0.89443,10.819,16.205,5.3737,2.998,0.089464,0.014439,10.943,16.593,5.5867,3.1113,0.090885,0.014221,0.0013745,1.0522,9.8845e-05,15.807,18.1
3.1638,0.15861,0.56677,0.69249,1.1991,0.31477,0.23205,0.89443,10.821,16.212,5.3795,3.003,0.089834,0.014512,10.943,16.595,5.5875,3.1118,0.090893,0.014221,0.0013745,1.0521,9.9239e-05,15.807,18.2
3.164,0.15862,0.5668,0.69255,1.1992,0.31476,0.23203,0.89443,10.824,16.221,5.3857,3.0084,0.090204,0.01458,10.943,16.596,5.5883,3.1122,0.0909,0.014221,0.0013744,1.0519,9.9665e-05,15.808,18.3
3.164,0.15862,0.56682,0.69259,1.1992,0.31475,0.232,0.89443,10.826,16.23,5.3923,3.014,0.090571,0.014642,10.944,16.598,5.5891,3.1127,0.090906,0.014221,0.0013744,1.0516,0.00010012,15.808,18.4
3.1641,0.15862,0.56684,0.69263,1.1993,0.31473,0.23197,0.89443,10.829,16.24,5.3994,3.0199,0.090932,0.014698,10.944,16.599,5.5899,3.1131,0.090911,0.01422,0.0013744,1.0513,0.00010061,15.809,18.5
3.164,0.15863,0.56686,0.69265,1.1993,0.3147,0.23193,0.89443,10.832,16.25,5.4069,3.026,0.091285,0.014749,10.945,16.601,5.5907,3.1135,0.090914,0.014219,0.0013744,1.051,0.00010113,15.809,18.6
3.164,0.15863,0.56688,0.69267,1.1993,0.31466,0.23188,0.89443,10.836,16.261,5.4147,3.0323,0.091628,0.014795,10.945,16.602,5.5915,3.1139,0.090916,0.014217,0.0013744,1.0507,0.00010167,15.81,18.7
3.1639,0.15863,0.5669,0.69268,1.1992,0.31461,0.23182,0.89443,10.839,16.273,5.4229,3.0389,0.09196,0.014836,10.946,16.603,5.5922,3.1143,0.090916,0.014215,0.0013745,1.0503,0.00010224,15.811,18.8
3.1637,0.15863,0.56692,0.69268,1.1992,0.31455,0.23176,0.89443,10.843,16.285,5.4315,3.0456,0.092279,0.014872,10.946,16.605,5.5929,3.1146,0.090914,0.014213,0.0013745,1.0499,0.00010284,15.811,18.9
3.1635,0.15864,0.56693,0.69266,1.1991,0.31449,0.23169,0.89443,10.847,16.298,5.4404,3.0524,0.092584,0.014904,10.947,16.606,5.5936,3.1149,0.09091,0.01421,0.0013746,1.0494,0.00010346,15.812,19
3.1632,0.15864,0.56694,0.69263,1.1989,0.31441,0.23161,0.89443,10.851,16.311,5.4495,3.0593,0.092875,0.014931,10.947,16.607,5.5943,3.1152,0.090904,0.014207,0.0013747,1.0489,0.00010411,15.813,19.1
3.1628,0.15864,0.56695,0.6926,1.1988,0.31432,0.23152,0.89443,10.855,16.325,5.4589,3.0663,0.09315,0.014955,10.947,16.609,5.5949,3.1154,0.090897,0.014203,0.0013749,1.0483,0.00010477,15.813,19.2
3.1624,0.15864,0.56696,0.69254,1.1986,0.31423,0.23142,0.89443,10.859,16.339,5.4686,3.0734,0.09341,0.014975,10.948,16.61,5.5955,3.1157,0.090887,0.014199,0.001375,1.0477,0.00010546,15.814,19.3
3.1619,0.15865,0.56697,0.69248,1.1984,0.31412,0.23132,0.89443,10.864,16.354,5.4785,3.0806,0.093654,0.014992,10.948,16.611,5.596,3.1159,0.090875,0.014195,0.0013752,1.0471,0.00010616,15.815,19.4
3.1614,0.15865,0.56697,0.6924,1.1982,0.314,0.2312,0.89443,10.869,16.369,5.4886,3.0877,0.093882,0.015006,10.948,16.612,5.5965,3.116,0.09086,0.014189,0.0013754,1.0465,0.00010688,15.816,19.5
3.1608,0.15865,0.56697,0.69231,1.1979,0.31388,0.23108,0.89443,10.873,16.385,5.4989,3.0949,0.094094,0.015017,10.949,16.613,5.597,3.1161,0.090843,0.014184,0.0013757,1.0458,0.00010762,15.817,19.6
3.1601,0.15865,0.56698,0.6922,1.1976,0.31374,0.23095,0.89443,10.878,16.401,5.5093,3.102,0.09429,0.015026,10.949,16.614,5.5974,3.1162,0.090824,0.014178,0.001376,1.045,0.00010836,15.817,19.7
3.1594,0.15865,0.56698,0.69208,1.1973,0.31359,0.23081,0.89443,10.884,16.418,5.5199,3.1091,0.094469,0.015032,10.949,16.615,5.5977,3.1162,0.090802,0.014171,0.0013763,1.0443,0.00010912,15.818,19.8
3.1586,0.15866,0.56697,0.69195,1.1969,0.31343,0.23067,0.89443,10.889,16.434,5.5306,3.1161,0.094634,0.015036,10.95,16.616,5.598,3.1162,0.090778,0.014164,0.0013766,1.0435,0.00010989,15.819,19.9
3.1577,0.15866,0.56697,0.6918,1.1965,0.31326,0.23052,0.89443,10.894,16.452,5.5413,3.1231,0.094783,0.015038,10.95,16.616,5.5982,3.1161,0.090751,0.014157,0.0013769,1.0427,0.00011067,15.82,20
3.1567,0.15866,0.56697,0.69163,1.196,0.31308,0.23036,0.89443,10.899,16.469,5.5521,3.1299,0.094917,0.015038,10.95,16.617,5.5983,3.1159,0.090721,0.014149,0.0013773,1.0418,0.00011145,15.821,20.1
3.1557,0.15866,0.56696,0.69145,1.1956,0.31289,0.23019,0.89443,10.905,16.487,5.5629,3.1367,0.095036,0.015036,10.95,16.618,5.5984,3.1158,0.090689,0.01414,0.0013777,1.0409,0.00011224,15.822,20.2
3.1546,0.15867,0.56696,0.69125,1.1951,0.3127,0.23001,0.89443,10.91,16.504,5.5737,3.1433,0.095142,0.015032,10.95,16.618,5.5984,3.1155,0.090654,0.014131,0.0013781,1.04,0.00011303,15.823,20.3
3.1535,0.15867,0.56695,0.69104,1.1945,0.31249,0.22983,0.89443,10.916,16.522,5.5845,3.1498,0.095234,0.015028,10.951,16.618,5.5983,3.1152,0.090616,0.014122,0.0013786,1.039,0.00011382,15.824,20.4
3.1523,0.15867,0.56694,0.69082,1.194,0.31227,0.22964,0.89443,10.922,16.54,5.5953,3.1562,0.095312,0.015021,10.951,16.618,5.5982,3.1149,0.090575,0.014112,0.0013791,1.0381,0.00011461,15.825,20.5
3.151,0.15868,0.56693,0.69057,1.1933,0.31204,0.22945,0.89443,10.927,16.558,5.606,3.1623,0.095378,0.015014,10.951,16.618,5.5979,3.1144,0.090532,0.014102,0.0013796,1.0371,0.0001154,15.826,20.6
3.1497,0.15868,0.56692,0.69032,1.1927,0.3118,0.22925,0.89443,10.933,16.577,5.6166,3.1683,0.095432,0.015005,10.951,16.618,5.5976,3.1139,0.090486,0.014091,0.0013801,1.0361,0.00011619,15.828,20.7
3.1483,0.15868,0.56691,0.69004,1.192,0.31156,0.22904,0.89443,10.939,16.595,5.6271,3.1742,0.095474,0.014995,10.951,16.618,5.5972,3.1134,0.090437,0.01408,0.0013807,1.035,0.00011697,15.829,20.8
3.1468,0.15869,0.5669,0.68976,1.1913,0.31131,0.22883,0.89443,10.945,16.613,5.6375,3.1798,0.095505,0.014984,10.95,16.618,5.5966,3.1128,0.090386,0.014068,0.0013813,1.034,0.00011775,15.83,20.9
3.1453,0.15869,0.56689,0.68945,1.1906,0.31105,0.22861,0.89443,10.95,16.631,5.6478,3.1852,0.095525,0.014973,10.95,16.617,5.596,3.1121,0.090332,0.014057,0.0013819,1.0329,0.00011852,15.831,21
3.1437,0.1587,0.56688,0.68914,1.1898,0.31078,0.22839,0.89443,10.956,16.649,5.6578,3.1904,0.095535,0.01496,10.95,16.616,5.5953,3.1114,0.090276,0.014044,0.0013825,1.0318,0.00011928,15.832,21.1
3.1421,0.1587,0.56687,0.68881,1.189,0.3105,0.22816,0.89443,10.962,16.667,5.6677,3.1954,0.095536,0.014947,10.95,16.615,5.5945,3.1105,0.090217,0.014032,0.0013832,1.0307,0.00012003,15.834,21.2
3.1404,0.15871,0.56686,0.68846,1.1882,0.31022,0.22793,0.89443,10.967,16.685,5.6774,3.2001,0.095527,0.014933,10.95,16.614,5.5936,3.1097,0.090155,0.014019,0.0013839,1.0296,0.00012077,15.835,21.3
3.1386,0.15871,0.56685,0.6881,1.1873,0.30993,0.2277,0.89443,10.973,16.703,5.6868,3.2046,0.09551,0.014918,10.949,16.613,5.5926,3.1087,0.090092,0.014006,0.0013845,1.0285,0.0001215,15.836,21.4
3.1368,0.15872,0.56685,0.68773,1.1864,0.30964,0.22746,0.89443,10.979,16.72,5.6961,3.2089,0.095484,0.014902,10.949,16.612,5.5914,3.1077,0.090026,0.013992,0.0013853,1.0273,0.00012221,15.837,21.5
3.135,0.15873,0.56684,0.68734,1.1855,0.30934,0.22722,0.89443,10.984,16.738,5.705,3.213,0.095451,0.014887,10.948,16.61,5.5902,3.1066,0.089957,0.013979,0.001386,1.0262,0.00012291,15.839,21.6
3.1331,0.15874,0.56684,0.68694,1.1846,0.30903,0.22698,0.89443,10.99,16.755,5.7137,3.2168,0.095411,0.01487,10.948,16.609,5.5888,3.1054,0.089887,0.013965,0.0013868,1.0251,0.00012359,15.84,21.7
3.1312,0.15874,0.56683,0.68653,1.1836,0.30872,0.22673,0.89443,10.995,16.771,5.7222,3.2203,0.095363,0.014853,10.947,16.607,5.5874,3.1042,0.089814,0.013951,0.0013875,1.0239,0.00012426,15.842,21.8
3.1292,0.15875,0.56683,0.68611,1.1826,0.3084,0.22649,0.89443,11,16.787,5.7303,3.2236,0.09531,0.014836,10.947,16.605,5.5858,3.1028,0.089739,0.013936,0.0013883,1.0227,0.00012491,15.843,21.9
3.1272,0.15876,0.56683,0.68568,1.1816,0.30809,0.22624,0.89443,11.005,16.803,5.7381,3.2267,0.09525,0.014819,10.946,16.602,5.5841,3.1015,0.089663,0.013922,0.0013891,1.0216,0.00012554,15.845,22
3.1252,0.15877,0.56683,0.68523,1.1806,0.30776,0.22599,0.89443,11.011,16.819,5.7456,3.2295,0.095185,0.014801,10.945,16.6,5.5823,3.1,0.089585,0.013907,0.0013899,1.0204,0.00012615,15.846,22.1
3.1231,0.15878,0.56683,0.68478,1.1795,0.30744,0.22573,0.89443,11.015,16.834,5.7527,3.2321,0.095115,0.014783,10.944,16.597,5.5804,3.0985,0.089505,0.013892,0.0013908,1.0193,0.00012675,15.847,22.2
3.121,0.15879,0.56683,0.68431,1.1785,0.30711,0.22548,0.89443,11.02,16.849,5.7596,3.2344,0.09504,0.014765,10.944,16.594,5.5783,3.0969,0.089423,0.013877,0.0013916,1.0181,0.00012732,15.849,22.3
3.1189,0.15881,0.56684,0.68384,1.1774,0.30678,0.22523,0.89443,11.025,16.863,5.766,3.2365,0.094961,0.014746,10.943,16.591,5.5762,3.0952,0.08934,0.013862,0.0013924,1.017,0.00012787,15.851,22.4
3.1167,0.15882,0.56685,0.68336,1.1763,0.30645,0.22498,0.89443,11.029,16.876,5.7721,3.2383,0.094878,0.014728,10.942,16.588,5.5739,3.0935,0.089255,0.013847,0.0013933,1.0158,0.0001284,15.852,22.5
3.1146,0.15883,0.56686,0.68287,1.1752,0.30612,0.22473,0.89443,11.034,16.889,5.7779,3.2399,0.094791,0.014709,10.941,16.584,5.5715,3.0917,0.08917,0.013831,0.0013942,1.0147,0.00012891,15.854,22.6
3.1124,0.15885,0.56687,0.68237,1.174,0.30578,0.22447,0.89443,11.038,16.902,5.7833,3.2412,0.094701,0.01469,10.94,16.581,5.569,3.0898,0.089083,0.013816,0.001395,1.0135,0.00012939,15.855,22.7
3.1102,0.15886,0.56689,0.68186,1.1729,0.30545,0.22422,0.89443,11.042,16.914,5.7882,3.2423,0.094608,0.014671,10.938,16.577,5.5664,3.0879,0.088995,0.013801,0.0013959,1.0124,0.00012986,15.857,22.8
